AtomicNumber,AtomicMass,Electronegativity,IonizationEnergy,BoilingPoint,MeltingPoint,BondLength,CovalentRadius,VanDerWaalsRadius,ElectronAffinity,Density,HeatCapacity,OxidationState,Polarizability,DipoleMoment,RefractiveIndex,SurfaceTension,Viscosity,SolubilityWater,SolubilityEthanol,BandGap,LatticeEnergy,CrystalFieldStab,MolarVolume,Conductivity,ThermalConductivity,Hardness,ElasticModulus,PoissonRatio,WorkFunction,MagneticSusceptibility,SpinMultiplicity,SymmetryNumber,QuantumYield,pKa,pKb,DielectricConstant,RedoxPotential,FluorescenceWavelength,AbsorptionWavelength,EmissionWavelength,HalfLife,RateConstant,DiffusionCoeff,ActivationEnergy,ReactionEnthalpy,ReactionEntropy,ReactionGibbsEnergy,PartitionCoeff,LogP,TopologicalPolarSurfaceArea,RotatableBonds,HBA,HBD,FormalCharge,OxidationPotential,ReductionPotential,ElectronDensity,HOMO,LUMO,Class
2.09,2.6100000000000003,1.2,7.68,10.639999999999999,16.8,30.159999999999997,34.599999999999994,33.14,41.25,39.43,13.34,46.22,99.7,91.36999999999999,82.92,69.94,78.25,87.89,85.00999999999999,89.2,94.73,100.0,89.75,78.06,83.21,65.02,45.48,47.32,33.910000000000004,27.47,9.78,4.77,14.030000000000001,18.34,21.48,12.709999999999999,19.12,33.910000000000004,34.44,23.69,11.95,26.650000000000002,25.869999999999997,13.930000000000001,10.83,13.83,13.209999999999999,10.69,3.25,3.16,0.5700000000000001,1.59,0.8500000000000001,3.7199999999999998,1.01,1.27,2.88,1.29,0.22999999999999998,Polymer
3.74,5.86,6.279999999999999,5.34,2.55,14.219999999999999,20.72,27.339999999999996,30.7,25.97,34.83,39.989999999999995,45.739999999999995,59.5,79.24,82.72,80.87,89.77000000000001,98.28,89.82,88.9,93.67,91.22,79.36,67.17999999999999,63.18,48.65,33.879999999999995,48.32,38.22,30.75,12.67,7.430000000000001,15.1,19.06,18.17,17.09,9.46,28.29,30.06,16.02,14.829999999999998,28.749999999999996,20.47,10.639999999999999,13.950000000000001,10.65,5.27,3.95,1.83,3.53,1.18,0.63,2.37,0.32,0.8699999999999999,1.24,1.13,0.98,1.26,Polymer
13.71,12.26,13.850000000000001,14.84,17.76,14.280000000000001,17.73,21.61,16.3,20.669999999999998,42.57,54.84,71.31,70.03,67.77,79.39,93.82000000000001,89.25,91.46,78.32000000000001,79.60000000000001,79.83,77.16,66.14999999999999,48.6,55.720000000000006,46.97,56.39999999999999,45.17,33.69,26.840000000000003,23.39,30.520000000000003,30.159999999999997,27.529999999999998,10.41,17.57,31.56,36.03,27.36,13.01,24.58,34.04,17.53,6.79,10.620000000000001,6.43,5.319999999999999,5.3100000000000005,2.7199999999999998,1.71,1.18,1.29,3.44,0.65,0.67,0.22,0.79,1.46,0.51,Biochemical
4.43,4.46,2.35,10.08,22.52,26.11,20.61,16.68,18.01,30.830000000000002,37.940000000000005,53.64,61.73,78.42,83.91999999999999,90.16,100.0,89.11,87.53,78.86,71.56,75.81,63.72,32.1,20.76,22.79,33.09,28.470000000000002,19.49,16.71,10.25,13.62,22.12,11.24,16.77,10.39,25.619999999999997,26.240000000000002,22.36,11.799999999999999,11.03,28.310000000000002,23.849999999999998,2.55,19.67,14.829999999999998,4.34,6.2700000000000005,5.13,4.73,2.48,2.74,2.0500000000000003,1.41,1.8499999999999999,0.5499999999999999,0.44999999999999996,1.15,1.52,1.0,Biochemical
11.5,11.63,8.66,3.58,2.32,12.67,24.169999999999998,26.61,43.46,53.779999999999994,38.16,9.91,6.16,17.95,39.07,36.02,30.409999999999997,24.279999999999998,40.6,83.95,97.77,46.800000000000004,6.1,21.43,13.48,28.54,16.17,26.490000000000002,45.65,65.02,28.48,32.96,53.7,66.27,86.26,85.47,78.48,90.16,88.27000000000001,60.86,28.1,9.06,11.77,26.939999999999998,52.14,42.32,23.400000000000002,19.28,10.92,5.07,2.2800000000000002,0.9900000000000001,0.65,0.8500000000000001,1.66,1.0999999999999999,1.9,1.41,0.6799999999999999,0.86,Biochemical
9.68,8.21,6.29,6.08,6.17,12.07,9.44,42.230000000000004,57.440000000000005,50.24999999999999,34.88,17.0,20.76,30.869999999999997,42.24,53.12,24.36,18.84,19.08,83.21,100.0,40.760000000000005,9.6,19.28,24.19,37.9,28.93,34.510000000000005,37.769999999999996,52.129999999999995,23.16,33.35,47.81,61.160000000000004,67.05,73.75,73.56,77.92,67.88,52.59,27.62,15.45,20.19,22.31,42.21,30.669999999999998,13.29,13.489999999999998,10.57,4.99,2.06,0.73,0.8099999999999999,3.0300000000000002,1.9,2.12,1.26,2.01,2.1,0.41000000000000003,Organic
7.9,7.07,3.52,16.6,13.3,2.26,7.71,26.779999999999998,56.64,66.09,50.019999999999996,25.83,16.5,43.47,45.15,45.79,33.660000000000004,40.0,53.25,90.10000000000001,99.39,36.89,10.12,2.48,23.18,39.81,22.59,52.470000000000006,68.97999999999999,83.16,43.26,37.41,57.56,80.43,79.63,71.74000000000001,70.56,81.47999999999999,76.01,60.34,45.540000000000006,47.29,44.78,37.22,46.93,38.39,7.68,14.67,7.7700000000000005,4.6899999999999995,1.9300000000000002,2.98,3.9,2.94,1.7500000000000002,2.4899999999999998,1.41,0.73,0.25,1.01,Biochemical
10.83,10.7,2.5700000000000003,8.37,7.48,11.25,33.22,45.9,55.26,59.660000000000004,53.04,22.509999999999998,24.02,26.889999999999997,66.46,66.32000000000001,16.74,8.37,43.309999999999995,87.18,79.92,37.12,17.03,16.11,20.86,28.470000000000002,22.11,61.339999999999996,58.07,69.25,38.25,43.03,77.91,87.03,100.0,92.12,93.86,93.03,73.14,47.910000000000004,20.87,20.16,16.689999999999998,28.720000000000002,43.74,30.97,15.78,5.53,3.34,2.09,1.72,1.7999999999999998,1.0999999999999999,2.34,2.76,0.32,0.84,1.22,0.8200000000000001,1.43,Organic
0.9400000000000001,6.11,11.360000000000001,12.030000000000001,4.03,12.27,24.95,45.660000000000004,65.86999999999999,50.79,33.5,8.34,30.04,39.57,37.69,38.279999999999994,12.47,13.63,26.779999999999998,91.88,97.78999999999999,32.36,19.439999999999998,18.740000000000002,8.85,34.43,29.53,59.08,45.64,73.34,19.689999999999998,27.900000000000002,62.12,86.81,86.21,93.8,83.27,94.8,67.21000000000001,44.36,51.629999999999995,38.09,15.57,14.49,26.619999999999997,18.060000000000002,16.99,25.590000000000003,11.29,2.01,4.8,2.34,1.7500000000000002,3.52,1.58,3.26,2.01,1.68,2.45,1.54,Inorganic
10.879999999999999,12.78,9.26,12.34,12.76,17.31,19.48,42.620000000000005,68.28,57.60999999999999,47.33,23.62,10.23,29.04,47.13,46.589999999999996,14.149999999999999,8.49,32.57,90.07,93.12,48.559999999999995,13.459999999999999,16.04,27.37,56.089999999999996,36.54,61.39,54.7,84.74000000000001,56.379999999999995,54.43,50.86000000000001,62.529999999999994,84.97,84.06,84.2,91.36,77.13,48.82,37.24,44.690000000000005,45.86,44.91,56.16,43.05,9.45,7.9399999999999995,2.74,1.54,1.4000000000000001,4.55,2.13,0.8200000000000001,1.24,1.67,1.03,2.0500000000000003,1.78,1.87,Organic
4.3,9.02,8.33,8.129999999999999,1.6500000000000001,2.77,5.6899999999999995,20.57,38.87,71.06,73.42,50.33,30.0,19.509999999999998,27.67,37.37,25.069999999999997,25.069999999999997,32.92,48.71,65.27,84.54,97.39,100.0,66.64999999999999,53.23,40.239999999999995,34.44,42.39,41.82,43.93,11.62,43.36,65.53,61.72,43.730000000000004,41.18,36.41,45.72,43.669999999999995,29.64,43.120000000000005,41.55,18.240000000000002,14.87,1.38,11.64,20.52,10.69,1.9900000000000002,2.08,1.76,1.97,2.1,1.41,0.49,0.27,1.6199999999999999,0.59,0.21,Polymer
7.31,12.49,16.650000000000002,14.96,14.430000000000001,27.700000000000003,25.55,17.119999999999997,4.66,11.14,17.39,31.6,32.49,21.64,20.31,25.8,17.96,24.22,36.09,18.099999999999998,26.040000000000003,65.72,97.34,97.57000000000001,80.78999999999999,65.21000000000001,49.15,53.63,76.49000000000001,52.5,51.01,42.19,41.6,19.06,2.23,42.19,54.96,24.83,20.34,27.29,28.37,44.629999999999995,31.78,8.07,11.92,21.34,32.41,29.45,14.74,2.11,3.61,4.44,2.3,2.9000000000000004,1.41,1.6099999999999999,1.77,1.94,2.07,0.5700000000000001,Inorganic
1.6400000000000001,6.2700000000000005,7.380000000000001,6.08,2.33,10.48,13.38,6.4399999999999995,15.22,7.8,17.91,26.810000000000002,17.88,10.39,19.8,32.34,37.480000000000004,25.86,36.8,35.08,56.06,52.31,54.690000000000005,69.54,63.519999999999996,67.57,84.99,80.25,65.63,85.91,66.55,53.690000000000005,31.180000000000003,37.63,28.01,8.75,33.19,42.370000000000005,18.01,37.43,46.27,16.14,24.94,32.019999999999996,22.650000000000002,11.459999999999999,4.760000000000001,9.43,8.24,1.71,2.44,2.58,1.43,2.26,1.87,1.8499999999999999,1.0999999999999999,0.9400000000000001,0.7799999999999999,1.1199999999999999,Inorganic
4.12,11.35,5.18,2.32,6.460000000000001,11.24,17.87,24.07,26.82,20.580000000000002,15.459999999999999,26.71,31.41,29.04,35.31,50.79,46.39,18.59,44.74,40.79,54.0,47.86,43.32,61.129999999999995,50.91,46.06,72.43,89.87,88.26,92.01,80.05,60.33,21.2,28.660000000000004,40.33,28.03,30.869999999999997,35.5,25.45,14.32,58.69,64.31,58.26,42.86,48.94,57.769999999999996,43.15,26.400000000000002,17.94,7.720000000000001,7.9799999999999995,3.7600000000000002,1.43,2.7199999999999998,1.27,1.66,0.95,2.25,0.98,0.8500000000000001,Organic
7.07,12.520000000000001,14.469999999999999,16.439999999999998,16.93,8.44,7.1499999999999995,9.47,15.83,12.47,23.400000000000002,17.64,22.84,31.15,47.25,55.43,53.86,37.46,45.83,59.61,74.64,76.44,57.11000000000001,62.57,66.95,71.31,75.67,80.77,84.77,92.89,95.13000000000001,79.95,43.62,40.48,49.519999999999996,17.119999999999997,36.52,37.63,28.410000000000004,4.2700000000000005,53.31,69.52000000000001,42.88,30.630000000000003,58.35,56.92,26.3,11.959999999999999,9.83,3.74,2.91,1.5599999999999998,1.97,1.35,1.27,1.38,1.3299999999999998,1.31,1.54,2.18,Polymer
5.26,5.63,12.19,12.06,2.46,10.22,5.390000000000001,4.390000000000001,22.91,16.32,25.44,28.07,30.11,33.61,30.240000000000002,22.85,29.099999999999998,13.16,11.51,34.04,55.620000000000005,63.79,65.53,73.83999999999999,65.34,54.230000000000004,68.77,73.25,77.25999999999999,82.28999999999999,87.87,91.08000000000001,67.05,60.919999999999995,75.05,47.75,16.66,37.49,37.76,21.060000000000002,58.86,56.279999999999994,25.77,52.449999999999996,61.49,51.23,33.85,14.99,5.46,2.7,3.8,3.39,1.49,3.35,3.7600000000000002,1.7399999999999998,1.32,1.03,3.64,2.08,Biochemical
5.16,9.44,6.22,4.15,9.950000000000001,24.310000000000002,17.77,20.18,26.11,12.94,26.46,27.779999999999998,44.32,36.720000000000006,20.349999999999998,27.639999999999997,32.519999999999996,15.36,27.839999999999996,35.08,51.870000000000005,70.52000000000001,71.43,68.14,51.0,53.080000000000005,61.309999999999995,83.88,90.31,86.07000000000001,96.56,91.67999999999999,71.32,68.97999999999999,73.1,41.339999999999996,15.8,18.19,13.81,29.599999999999998,69.35,82.46,53.510000000000005,44.03,64.48,62.13999999999999,30.159999999999997,13.79,3.64,3.55,4.5600000000000005,4.32,2.74,1.52,1.2,1.29,0.2,1.09,0.74,0.7799999999999999,Organic
2.9899999999999998,6.88,9.92,10.209999999999999,8.0,6.29,1.3,8.129999999999999,17.61,9.98,5.2299999999999995,9.04,26.55,30.990000000000002,35.199999999999996,38.92,39.62,24.490000000000002,23.549999999999997,30.45,31.119999999999997,46.98,55.34,45.32,44.64,46.7,46.21,69.88,76.25999999999999,70.25,73.82,74.46000000000001,79.27,52.27,39.67,30.42,13.089999999999998,24.08,17.8,15.98,56.57,64.42999999999999,42.41,45.67,57.599999999999994,52.93,32.87,12.83,6.98,3.34,3.42,4.590000000000001,2.77,1.72,0.8699999999999999,0.45999999999999996,2.03,1.3,1.15,0.15,Inorganic
7.21,15.740000000000002,11.12,10.85,6.660000000000001,18.0,11.08,27.939999999999998,14.08,7.95,25.34,39.2,33.75,16.1,18.89,33.08,22.82,21.77,18.529999999999998,51.67,53.42,62.980000000000004,84.37,67.56,58.25,61.41,88.09,83.75,38.690000000000005,50.51,54.55,42.41,15.340000000000002,49.5,69.83,71.09,56.47,48.699999999999996,55.15,44.330000000000005,52.5,60.75000000000001,52.51,13.59,42.68,44.42,21.93,9.0,12.0,6.279999999999999,2.34,3.09,1.27,0.8200000000000001,2.81,1.17,0.9199999999999999,1.47,1.5699999999999998,1.29,Polymer
10.209999999999999,8.3,5.7700000000000005,6.2700000000000005,6.35,13.28,9.879999999999999,17.87,11.99,13.69,25.09,26.31,27.96,29.770000000000003,38.23,31.290000000000003,39.56,20.93,32.18,33.45,31.840000000000003,28.87,36.1,25.66,41.06,45.910000000000004,47.22,72.78,75.91,65.79,75.14,66.66,49.03,59.62,65.52,40.14,11.88,32.45,31.069999999999997,13.54,51.09,79.88,75.17,55.08,58.58,72.92,55.22,33.39,16.08,4.75,10.040000000000001,7.090000000000001,3.17,3.09,2.52,0.8699999999999999,1.77,2.1399999999999997,2.27,1.06,Inorganic
6.54,6.49,7.37,11.32,24.82,12.57,17.97,9.89,24.6,34.22,21.279999999999998,13.77,40.32,56.84,23.98,43.309999999999995,59.540000000000006,57.720000000000006,81.76,88.35,52.480000000000004,63.73,83.75,66.99000000000001,77.56,87.5,83.0,68.96,33.72,64.05,71.38,82.02000000000001,66.57,52.54,29.599999999999998,7.04,9.700000000000001,39.410000000000004,60.28,35.21,39.24,48.08,46.02,41.64,54.379999999999995,56.489999999999995,31.95,24.84,12.989999999999998,8.25,2.4299999999999997,2.1,3.61,2.39,4.47,3.94,3.55,4.3999999999999995,2.4299999999999997,0.98,Organic
7.12,9.01,12.76,14.97,12.839999999999998,11.65,12.85,16.84,18.3,21.27,28.910000000000004,39.85,45.76,58.209999999999994,50.27,19.3,25.790000000000003,31.77,27.450000000000003,61.86000000000001,89.58,74.42,51.88,28.110000000000003,17.73,66.07,75.76,51.22,47.010000000000005,54.790000000000006,43.47,12.76,8.459999999999999,9.27,3.1300000000000003,9.98,17.810000000000002,15.86,30.009999999999998,22.08,14.549999999999999,28.95,32.029999999999994,14.14,6.29,7.340000000000001,8.05,6.08,5.65,2.86,1.54,1.54,1.5599999999999998,0.54,0.3,0.48,0.8699999999999999,1.01,0.95,0.6799999999999999,Polymer
2.07,5.35,3.34,8.18,7.3999999999999995,3.2399999999999998,9.180000000000001,10.7,15.53,12.34,17.96,17.87,12.47,25.77,33.7,39.900000000000006,16.470000000000002,22.66,32.190000000000005,53.559999999999995,81.58999999999999,100.0,87.01,68.89,62.99,57.379999999999995,57.07,59.760000000000005,43.01,20.580000000000002,10.0,22.470000000000002,23.080000000000002,39.77,33.17,17.26,14.29,21.68,19.67,21.4,36.74,20.23,7.779999999999999,9.25,23.880000000000003,34.0,25.94,11.020000000000001,9.11,4.62,1.71,0.33,0.5,1.9,1.03,1.21,0.42,0.8999999999999999,0.7000000000000001,0.9900000000000001,Biochemical
2.09,2.78,1.15,4.45,4.2700000000000005,7.66,14.580000000000002,14.299999999999999,18.94,18.529999999999998,17.48,15.559999999999999,14.760000000000002,13.780000000000001,25.840000000000003,38.269999999999996,47.839999999999996,53.6,61.919999999999995,79.12,92.64,100.0,90.8,74.35000000000001,55.57,31.72,12.950000000000001,5.9799999999999995,27.22,36.16,32.93,48.55,39.36,18.45,3.42,24.89,38.37,35.14,26.540000000000003,17.599999999999998,15.989999999999998,8.66,5.8999999999999995,8.129999999999999,4.92,4.17,4.95,3.6700000000000004,1.15,1.18,1.3299999999999998,0.96,0.13999999999999999,0.49,0.38999999999999996,0.29,0.7799999999999999,0.47000000000000003,0.21,0.11,Inorganic
2.31,3.15,1.7000000000000002,2.26,4.1000000000000005,1.16,2.23,8.05,23.65,24.610000000000003,22.45,15.2,17.32,30.990000000000002,43.8,55.95,68.2,61.63999999999999,68.03,84.35000000000001,99.21,100.0,79.83,54.26,39.519999999999996,51.790000000000006,56.49999999999999,30.42,18.81,39.6,22.86,35.44,41.870000000000005,23.98,18.47,37.6,43.309999999999995,36.26,25.19,18.7,10.459999999999999,23.39,19.91,11.0,6.84,3.0300000000000002,6.74,7.85,4.55,2.46,1.51,1.25,0.36,1.23,0.43,1.1400000000000001,0.52,0.91,0.08,0.9199999999999999,Polymer
1.31,2.01,0.44999999999999996,2.17,2.3,4.81,7.42,3.3300000000000005,13.69,20.79,22.95,19.900000000000002,11.84,18.91,29.49,53.43,68.5,79.23,82.19999999999999,72.89999999999999,73.52,79.17999999999999,80.57,48.980000000000004,19.34,29.24,62.55,85.46000000000001,89.66,78.21000000000001,51.68000000000001,48.4,40.38,34.11,28.49,23.53,26.99,44.42,43.230000000000004,33.14,11.95,16.689999999999998,37.019999999999996,30.72,9.45,15.45,13.94,7.720000000000001,6.15,2.3,1.11,1.68,0.86,0.44999999999999996,0.62,0.65,0.3,0.66,0.29,0.53,Polymer
2.33,3.94,4.16,5.47,9.93,15.15,16.74,15.129999999999999,17.23,20.78,12.389999999999999,2.36,17.71,31.15,49.9,67.07,76.55,84.85000000000001,98.05,100.0,100.0,99.92,90.67,68.03,51.03,47.160000000000004,49.8,61.96,71.71,63.160000000000004,35.54,28.970000000000002,43.16,37.91,24.21,9.44,3.51,8.44,4.36,11.3,20.45,19.37,8.34,15.02,16.75,10.58,11.110000000000001,8.49,5.96,2.01,0.7100000000000001,1.04,0.62,0.26,0.25,0.61,0.38,1.01,0.7799999999999999,0.06,Biochemical
1.17,0.69,2.79,5.83,9.15,12.67,15.770000000000001,19.27,23.61,21.69,11.799999999999999,7.539999999999999,27.82,37.580000000000005,50.93,65.92,70.71,75.32,83.57,85.92999999999999,96.15,98.38,87.05000000000001,64.03,50.67,53.949999999999996,69.34,84.87,82.13000000000001,59.62,29.5,27.58,28.849999999999998,18.93,14.46,9.55,8.88,8.36,8.94,15.47,23.18,22.25,10.35,17.21,20.169999999999998,17.87,11.12,3.9800000000000004,3.05,0.84,0.38999999999999996,0.53,0.29,0.2,0.13,0.29,0.2,0.62,0.26,0.52,Polymer
2.11,1.28,0.15,4.5,7.109999999999999,15.629999999999999,15.18,12.06,16.66,13.450000000000001,7.85,3.6700000000000004,12.27,26.14,42.8,61.22,74.35000000000001,81.3,90.06,96.03,91.62,91.4,78.51,51.339999999999996,34.39,32.9,25.71,36.85,57.65,61.9,46.129999999999995,36.15,44.34,38.64,30.930000000000003,21.38,11.12,13.86,15.229999999999999,9.959999999999999,16.439999999999998,19.02,13.13,17.76,20.0,7.6499999999999995,7.2700000000000005,7.489999999999999,4.49,1.34,1.7399999999999998,1.17,0.22999999999999998,0.47000000000000003,0.49,0.31,0.24,0.38999999999999996,0.51,0.15,Inorganic
0.47000000000000003,0.59,0.8,5.54,8.83,12.78,16.74,13.73,29.220000000000002,34.69,32.65,32.629999999999995,23.01,12.53,21.02,24.01,19.28,16.73,12.280000000000001,9.02,15.57,32.910000000000004,52.68000000000001,67.4,79.06,89.38000000000001,93.95,94.93,90.4,91.51,88.28,80.86,71.8,67.2,64.47,68.78999999999999,62.41,49.36,41.44,42.4,45.46,43.919999999999995,43.230000000000004,49.21,47.099999999999994,31.96,22.41,18.060000000000002,9.9,2.5100000000000002,1.29,0.95,1.26,0.69,0.38999999999999996,0.6799999999999999,0.6,0.44999999999999996,0.02,0.29,Biochemical
2.01,1.78,2.74,2.32,7.24,8.33,12.32,12.98,20.849999999999998,27.200000000000003,21.88,30.37,29.59,20.59,9.06,16.1,18.0,21.8,20.26,15.06,5.21,21.43,43.33,59.43000000000001,69.26,75.76,87.87,90.60000000000001,85.28,90.86999999999999,96.57,93.06,77.74,66.43,66.03999999999999,68.84,69.38,59.31999999999999,57.74,62.23,58.41,45.269999999999996,49.11,57.620000000000005,50.129999999999995,40.42,31.230000000000004,22.32,10.85,4.14,2.53,1.31,0.49,1.04,1.02,0.9199999999999999,0.83,0.2,0.48,0.36,Organic
1.0699999999999998,4.53,2.8899999999999997,7.13,10.75,10.190000000000001,16.06,21.19,30.61,29.360000000000003,31.04,34.31,24.560000000000002,18.87,11.84,20.8,27.36,32.74,23.44,12.6,5.76,12.41,32.39,43.57,57.34,78.25,92.52,93.49,93.47999999999999,100.0,93.08,84.78,76.05,70.39999999999999,75.39,79.9,76.73,59.550000000000004,47.31,48.4,43.4,39.54,48.370000000000005,53.790000000000006,44.85,26.740000000000002,15.409999999999998,13.59,9.41,2.6100000000000003,0.79,1.6400000000000001,1.2,1.13,0.21,0.97,0.72,0.6,0.16999999999999998,0.36,Biochemical
2.35,2.1999999999999997,1.67,5.16,7.46,11.21,12.58,17.169999999999998,30.740000000000002,31.990000000000002,29.459999999999997,24.84,25.1,18.060000000000002,14.13,30.19,36.35,38.87,29.799999999999997,22.189999999999998,16.24,13.43,20.46,37.91,57.709999999999994,75.44999999999999,84.06,85.47,90.36,100.0,96.46000000000001,79.12,64.12,59.86,68.35,77.71000000000001,80.84,74.26,62.949999999999996,57.08,44.330000000000005,33.61,37.95,49.5,43.730000000000004,24.04,11.28,16.54,9.33,2.25,2.1399999999999997,2.21,1.52,0.83,0.58,0.22999999999999998,0.5700000000000001,0.52,0.27,0.21,Inorganic
2.58,4.33,5.47,6.81,7.84,12.5,12.959999999999999,17.29,27.939999999999998,29.54,25.06,26.009999999999998,22.49,21.15,12.7,11.93,17.94,21.85,16.46,7.3999999999999995,6.25,23.810000000000002,48.24,63.72,75.31,89.59,99.41,99.57000000000001,93.28,93.44,88.53999999999999,76.9,68.65,63.9,63.78,66.29,59.830000000000005,45.65,31.290000000000003,41.58,43.25,40.31,42.01,45.57,39.550000000000004,29.659999999999997,20.95,15.58,8.84,2.65,1.21,0.91,0.62,0.19,0.44999999999999996,0.79,0.31,0.63,0.48,0.5,Biochemical
3.05,3.63,2.1399999999999997,2.27,4.5600000000000005,6.65,9.39,9.719999999999999,25.35,31.269999999999996,21.92,26.21,24.19,21.790000000000003,11.59,12.370000000000001,8.86,17.549999999999997,17.580000000000002,15.4,5.12,18.05,40.39,56.97,65.77,74.74,85.42999999999999,90.85,86.68,88.92,90.64999999999999,85.22,72.04,62.0,62.529999999999994,68.47999999999999,73.37,62.81,57.25,61.19,55.97,49.65,50.27,57.720000000000006,59.07,48.03,38.769999999999996,27.79,14.27,4.24,2.71,2.0,0.7000000000000001,0.7000000000000001,0.86,0.89,0.74,0.42,0.5499999999999999,0.21,Polymer
2.17,1.52,3.46,3.46,4.84,5.26,7.7299999999999995,8.62,14.510000000000002,21.099999999999998,23.43,20.87,16.45,16.89,16.5,19.67,29.34,37.09,43.09,41.61,51.160000000000004,65.01,77.17,84.91,91.03999999999999,89.12,81.89,67.78999999999999,53.68000000000001,52.07000000000001,56.510000000000005,57.489999999999995,52.5,42.55,33.300000000000004,23.31,14.510000000000002,16.48,26.939999999999998,37.3,44.67,41.33,37.43,30.209999999999997,20.69,17.9,16.89,13.41,7.6899999999999995,2.22,2.0500000000000003,1.23,0.67,0.11,0.26,0.49,0.29,0.22,0.22,0.32,Biochemical
0.72,0.27,0.89,0.61,4.2,8.649999999999999,11.82,9.99,19.759999999999998,23.18,24.72,28.799999999999997,21.26,7.08,11.940000000000001,28.08,42.21,52.790000000000006,58.57,61.529999999999994,67.53,78.73,89.74,98.28,100.0,84.6,60.550000000000004,30.36,1.44,25.259999999999998,43.35,49.18,54.09,59.61,52.480000000000004,37.769999999999996,23.69,17.2,18.78,32.5,25.75,24.23,27.060000000000002,23.23,17.24,14.57,11.75,8.68,3.92,1.31,0.9199999999999999,0.7799999999999999,0.7100000000000001,0.8099999999999999,0.33999999999999997,0.64,0.37,0.36,0.12,0.37,Biochemical
1.63,1.9800000000000002,2.02,3.8600000000000003,7.5200000000000005,14.44,14.87,14.84,24.42,28.22,36.91,37.5,39.269999999999996,33.08,10.85,11.39,34.46,54.410000000000004,64.7,72.76,78.94,82.64,86.97,78.36,71.39999999999999,56.98,29.080000000000002,46.36,64.09,74.05000000000001,80.69,84.2,100.0,95.36,67.55,39.050000000000004,12.49,36.29,63.56,81.16,76.64,54.169999999999995,26.14,17.23,28.139999999999997,27.639999999999997,19.85,15.02,12.19,4.93,0.27,0.77,0.26,0.31,0.83,0.2,0.84,1.08,0.83,0.33,Organic
2.21,0.65,1.6400000000000001,4.87,5.19,8.49,8.12,18.33,22.28,18.099999999999998,25.490000000000002,29.84,26.240000000000002,18.93,6.68,26.66,42.74,62.91,77.82,76.86,80.99,84.93,94.39999999999999,94.5,96.55,80.45,49.69,39.6,38.56,55.74,73.09,85.49,94.25,87.26,66.73,46.94,15.459999999999999,17.48,36.07,52.080000000000005,51.77,37.019999999999996,22.400000000000002,8.16,3.95,7.85,10.52,10.34,7.64,2.16,1.67,0.89,0.51,0.15,0.75,0.58,0.16,0.7000000000000001,0.74,0.38,Polymer
4.109999999999999,2.77,6.04,5.25,4.89,3.85,6.11,11.17,12.370000000000001,23.0,13.700000000000001,13.350000000000001,21.37,15.260000000000002,7.75,11.959999999999999,9.030000000000001,6.890000000000001,20.71,29.75,28.360000000000003,33.53,36.22,32.019999999999996,34.52,35.620000000000005,38.92,66.22,92.54,100.0,85.28,62.970000000000006,52.5,40.12,29.01,20.07,33.56,47.99,61.47,62.46000000000001,49.730000000000004,34.92,26.619999999999997,31.369999999999997,42.82,42.620000000000005,35.11,24.58,12.590000000000002,3.27,1.81,2.17,0.38,0.19,0.65,1.32,1.08,0.5,0.8500000000000001,0.44,Biochemical
1.37,2.97,1.16,0.8200000000000001,2.41,2.53,2.79,1.3,4.89,8.74,11.0,10.84,10.94,10.23,6.01,9.06,13.13,27.58,36.6,52.690000000000005,58.099999999999994,61.809999999999995,58.75,46.39,54.24,73.67,90.89,100.0,82.47,54.410000000000004,33.489999999999995,8.77,16.0,41.69,65.75999999999999,73.9,79.63,74.92999999999999,67.95,47.13,23.549999999999997,17.04,27.279999999999998,40.160000000000004,41.25,34.699999999999996,27.389999999999997,17.9,9.22,2.76,1.69,0.8099999999999999,0.4,0.25,0.36,0.58,0.67,0.35000000000000003,0.43,0.33,Organic
0.15,1.8599999999999999,2.8899999999999997,1.95,5.1499999999999995,8.17,10.05,1.24,11.68,14.760000000000002,21.18,25.75,23.54,13.34,0.9199999999999999,19.509999999999998,36.85,46.46,54.17999999999999,62.6,74.2,82.57,86.09,84.0,89.49000000000001,99.45,100.0,96.49,87.47,62.57,21.84,29.45,36.449999999999996,50.12,78.43,93.61,81.95,62.07,45.129999999999995,30.04,26.740000000000002,22.41,31.41,36.93,29.86,22.259999999999998,8.49,3.5900000000000003,2.8899999999999997,1.22,0.44999999999999996,1.08,0.75,0.89,0.36,0.29,0.13,0.1,0.32,0.47000000000000003,Biochemical
1.3,1.2,4.36,6.239999999999999,4.279999999999999,3.49,3.84,4.46,13.18,13.750000000000002,20.26,23.89,21.12,14.44,7.42,15.329999999999998,30.520000000000003,41.160000000000004,54.66,59.330000000000005,66.63,73.33,71.36,70.14,77.58,91.36999999999999,99.64,100.0,88.81,65.85,27.07,17.46,27.089999999999996,48.53,71.84,82.09,75.36,64.96,47.08,34.82,35.08,31.81,35.24,36.59,28.46,17.14,6.94,3.0300000000000002,2.92,1.16,0.24,0.84,1.0,0.18,0.35000000000000003,0.58,0.11,0.09,0.33,0.26,Polymer
